City_departure;Year;Month;DOMESTIC;INTERNATIONAL;TOTAL
San Francisco;2007;7;1223040;401009;1624049
San Francisco;2007;8;1266351;388669;1655020
San Francisco;2007;9;1088715;352446;1441161
San Francisco;2007;10;1158530;363761;1522291
San Francisco;2007;11;1097266;328594;1425860
San Francisco;2007;12;1079169;361795;1440964
San Francisco;2008;1;916889;313904;1230793
San Francisco;2008;2;944624;303385;1248009
San Francisco;2008;3;1151845;346017;1497862
San Francisco;2008;4;1131191;321229;1452420
San Francisco;2008;5;1225800;377112;1602912
San Francisco;2008;6;1325666;423091;1748757
San Francisco;2008;7;1356716;391942;1748658
San Francisco;2008;8;1367465;390341;1757806
San Francisco;2008;9;1138972;336463;1475435
San Francisco;2008;10;1199858;347808;1547666
San Francisco;2008;11;1071915;297733;1369648
San Francisco;2008;12;1128348;339137;1467485
San Francisco;2009;1;967778;302654;1270432
San Francisco;2009;2;912444;253504;1165948
San Francisco;2009;3;1139042;302707;1441749
San Francisco;2009;4;1168353;316997;1485350
San Francisco;2009;5;1243222;332944;1576166
San Francisco;2009;6;1344545;384315;1728860
San Francisco;2009;7;1403735;381368;1785103
San Francisco;2009;8;1400355;37886;1779215
San Francisco;2009;9;1235532;328198;1563730
San Francisco;2009;10;1284815;336382;1621197
San Francisco;2009;11;1186995;294821;1481816
San Francisco;2009;12;1218525;326839;1545364
San Francisco;2010;1;1101452;299141;1400593
San Francisco;2010;2;974046;266042;1240088
San Francisco;2010;3;1215081;314986;1530067
San Francisco;2010;4;1225088;310269;1535357
San Francisco;2010;5;1280580;380088;1660668
San Francisco;2010;6;1386547;412951;1799498
San Francisco;2010;7;1402828;408156;1810984
San Francisco;2010;8;1418437;396799;1815236
San Francisco;2010;9;1283797;369498;1653295
San Francisco;2010;10;1357595;37804;1735635
San Francisco;2010;11;1252659;317665;1570324
San Francisco;2010;12;1251298;33563;1586928
San Francisco;2011;1;1077602;317488;1395090
San Francisco;2011;2;1012511;27593;1288441
San Francisco;2011;3;1229237;322526;1551763
San Francisco;2011;4;1239366;332638;1572004
San Francisco;2011;5;1347699;399326;1747025
San Francisco;2011;6;1452955;422177;1875132
San Francisco;2011;7;1486220;417147;1903367
San Francisco;2011;8;1472134;41608;1888214
San Francisco;2011;9;1368075;37815;1746225
San Francisco;2011;10;1385693;374715;1760408
San Francisco;2011;11;1309092;320547;1629639
San Francisco;2011;12;1333805;357737;1691542
San Francisco;2012;1;1183540;326014;1509554
San Francisco;2012;2;1148012;291224;1439236
San Francisco;2012;3;1343485;340569;1684054
San Francisco;2012;4;1353705;353261;1706966
San Francisco;2012;5;1417363;428253;1845616
San Francisco;2012;6;1549090;454063;2003153
San Francisco;2012;7;1580251;433921;2014172
San Francisco;2012;8;1634071;444659;2078730
San Francisco;2012;9;1398872;391961;1790833
San Francisco;2012;10;1452490;392505;1844995
San Francisco;2012;11;1345102;335728;1680830
San Francisco;2012;12;1331370;362337;1693707
San Francisco;2013;1;1174537;332929;1507466
San Francisco;2013;2;1132204;299511;1431715
San Francisco;2013;3;1387834;352459;1740293
San Francisco;2013;4;1370595;347568;1718163
San Francisco;2013;5;1469665;441368;1911033
San Francisco;2013;6;1565048;467004;2032052
San Francisco;2013;7;1527386;446002;1973388
San Francisco;2013;8;1621479;471742;2093221
San Francisco;2013;9;1408570;411474;1820044
San Francisco;2013;10;1479370;416915;1896285
San Francisco;2013;11;1355951;353073;1709024
San Francisco;2013;12;1471885;386338;1858223
San Francisco;2014;1;1265521;361209;1626730
San Francisco;2014;2;1157507;320979;1478486
San Francisco;2014;3;1445102;379508;1824610
San Francisco;2014;4;1475097;380201;1855298
San Francisco;2014;5;1545111;46704;2012151
San Francisco;2014;6;1620861;495062;2115923
San Francisco;2014;7;1642604;48123;2123834
San Francisco;2014;8;1677272;497438;2174710
San Francisco;2014;9;1466079;420204;1886283
San Francisco;2014;10;1554456;431311;1985767
San Francisco;2014;11;1416901;355323;1772224
San Francisco;2014;12;1478449;408353;1886802
San Francisco;2015;1;1303249;375593;1678842
San Francisco;2015;2;1215713;345868;1561581
San Francisco;2015;3;1527405;414339;1941744
San Francisco;2015;4;1526384;40657;1932954
San Francisco;2015;5;1621799;501844;2123643
San Francisco;2015;6;1693746;534221;2227967
San Francisco;2015;7;1755716;522503;2278219
San Francisco;2015;8;1750187;536671;2286858
San Francisco;2015;9;1580244;464634;2044878
San Francisco;2015;10;1681369;473744;2155113
San Francisco;2015;11;1551073;410342;1961415
San Francisco;2015;12;1576830;456155;2032985
San Francisco;2016;1;1348852;418197;1767049
San Francisco;2016;2;1314959;38483;1699789
San Francisco;2016;3;1597087;435539;2032626
San Francisco;2016;4;1562407;435505;1997912
San Francisco;2016;5;1692060;522974;2215034
San Francisco;2016;6;1831928;59841;2430338
San Francisco;2016;7;1867664;591734;2459398
San Francisco;2016;8;1847614;588619;2436233
San Francisco;2016;9;1677495;519816;2197311
San Francisco;2016;10;1694169;525457;2219626
San Francisco;2016;11;1618603;464872;2083475
San Francisco;2016;12;1622782;536395;2159177
Seattle;2007;1;923729;9223;1015959
Seattle;2007;2;883775;88811;972586
Seattle;2007;3;1100412;105639;1206051
Seattle;2007;4;1097420;93045;1190465
Seattle;2007;5;1208808;104174;1312982
Seattle;2007;6;1351479;109406;1460885
Seattle;2007;7;1450863;115422;1566285
Seattle;2007;8;1486319;1224;1608719
Seattle;2007;9;1201184;110649;1311833
Seattle;2007;10;1150933;110559;1261492
Seattle;2007;11;1113100;104855;1217955
Seattle;2007;12;1155161;115384;1270545
Seattle;2008;1;996359;116686;1113045
Seattle;2008;2;996689;111438;1108127
Seattle;2008;3;1187164;13211;1319274
Seattle;2008;4;1112424;111312;1223736
Seattle;2008;5;1243599;118037;1361636
Seattle;2008;6;1399182;127815;1526997
Seattle;2008;7;1479950;127112;1607062
Seattle;2008;8;1516999;135354;1652353
Seattle;2008;9;1203441;118463;1321904
Seattle;2008;10;1141156;10594;1247096
Seattle;2008;11;1022753;100482;1123235
Seattle;2008;12;1103995;110843;1214838
Seattle;2009;1;930933;103206;1034139
Seattle;2009;2;908563;95078;1003641
Seattle;2009;3;1139130;114341;1253471
Seattle;2009;4;1068228;101499;1169727
Seattle;2009;5;1183243;104011;1287254
Seattle;2009;6;1341432;109427;1450859
Seattle;2009;7;1444320;118424;1562744
Seattle;2009;8;1453497;124966;1578463
Seattle;2009;9;1201569;101189;1302758
Seattle;2009;10;1130489;97076;1227565
Seattle;2009;11;1036456;953;1131756
Seattle;2009;12;1128739;112126;1240865
Seattle;2010;1;954905;110845;1065750
Seattle;2010;2;895211;97506;992717
Seattle;2010;3;1105311;112932;1218243
Seattle;2010;4;1047501;100703;1148204
Seattle;2010;5;1142114;112728;1254842
Seattle;2010;6;1333245;124937;1458182
Seattle;2010;7;1444478;124206;1568684
Seattle;2010;8;1456885;126893;1583778
Seattle;2010;9;1217637;120085;1337722
Seattle;2010;10;1149889;115713;1265602
Seattle;2010;11;1092604;101096;1193700
Seattle;2010;12;1167287;113377;1280664
Seattle;2011;1;990835;110663;1101498
Seattle;2011;2;928579;99817;1028396
Seattle;2011;3;1174099;119347;1293446
Seattle;2011;4;1100898;112657;1213555
Seattle;2011;5;1208753;123831;1332584
Seattle;2011;6;1375375;131417;1506792
Seattle;2011;7;1472834;135808;1608642
Seattle;2011;8;1500128;147424;1647552
Seattle;2011;9;1259634;124712;1384346
Seattle;2011;10;1153751;119831;1273582
Seattle;2011;11;1129912;101699;1231611
Seattle;2011;12;1194183;114731;1308914
Seattle;2012;1;982707;107613;1090320
Seattle;2012;2;983699;99524;1083223
Seattle;2012;3;1180559;130885;1311444
Seattle;2012;4;1126168;116396;1242564
Seattle;2012;5;1203543;126767;1330310
Seattle;2012;6;1388964;142994;1531958
Seattle;2012;7;1487415;141961;1629376
Seattle;2012;8;1500333;161832;1662165
Seattle;2012;9;1236922;139342;1376264
Seattle;2012;10;1155693;133407;1289100
Seattle;2012;11;1121010;117166;1238176
Seattle;2012;12;1170707;128938;1299645
Seattle;2013;1;1024073;121127;1145200
Seattle;2013;2;983458;111996;1095454
Seattle;2013;3;1192794;136279;1329073
Seattle;2013;4;1137687;122413;1260100
Seattle;2013;5;1255849;140389;1396238
Seattle;2013;6;1433511;166796;1600307
Seattle;2013;7;1549936;159962;1709898
Seattle;2013;8;1562472;181624;1744096
Seattle;2013;9;1270394;152103;1422497
Seattle;2013;10;1192701;138107;1330808
Seattle;2013;11;1093111;122339;1215450
Seattle;2013;12;1253570;139015;1392585
Seattle;2014;1;1059353;132411;1191764
Seattle;2014;2;1001389;116673;1118062
Seattle;2014;3;1214967;141286;1356253
Seattle;2014;4;1204716;132401;1337117
Seattle;2014;5;1296179;148538;1444717
Seattle;2014;6;1533121;175193;1708314
Seattle;2014;7;1670697;173088;1843785
Seattle;2014;8;1714870;200461;1915331
Seattle;2014;9;1381479;165928;1547407
Seattle;2014;10;1326791;1494;1476191
Seattle;2014;11;1219311;143307;1362618
Seattle;2014;12;1373679;164523;1538202
Seattle;2015;1;1180556;154933;1335489
Seattle;2015;2;1113548;145979;1259527
Seattle;2015;3;1374569;173379;1547948
Seattle;2015;4;1362556;165531;1528087
Seattle;2015;5;1487974;187063;1675037
Seattle;2015;6;1712182;204943;1917125
Seattle;2015;7;1877232;210704;2087936
Seattle;2015;8;1912172;23234;2144512
Seattle;2015;9;1552937;191215;1744152
Seattle;2015;10;1491063;177576;1668639
Seattle;2015;11;1382157;151701;1533858
Seattle;2015;12;1508794;175227;1684021
Seattle;2016;1;1297995;161257;1459252
Seattle;2016;2;1256271;152615;1408886
Seattle;2016;3;1529622;17892;1708542
Seattle;2016;4;1484864;178337;1663201
Seattle;2016;5;1635352;196535;1831887
Seattle;2016;6;1881634;219684;2101318
Seattle;2016;7;2015161;228637;2243798
Seattle;2016;8;2057429;240776;2298205
Seattle;2016;9;1679948;209161;1889109
Seattle;2016;10;1586543;190751;1777294
Seattle;2016;11;1510143;170829;1680972
Seattle;2016;12;1574435;211415;1785850
